Name          Surname    Final-Average       Finale-Median      Category    
Surname8195   Name8195   8.32                8.00               kietiakas   
Surname8196   Name8196   7.64                7.80               kietiakas   
Surname8197   Name8197   3.84                4.00               vargsiukas  
Surname8198   Name8198   6.60                6.60               kietiakas   
Surname8199   Name8199   3.76                3.60               vargsiukas  
Surname82     Name82     5.20                4.80               kietiakas   
Surname820    Name820    4.92                4.60               vargsiukas  
Surname8200   Name8200   3.52                4.00               vargsiukas  
Surname8201   Name8201   4.24                4.40               vargsiukas  
Surname8202   Name8202   3.08                3.00               vargsiukas  
Surname8203   Name8203   8.16                8.80               kietiakas   
Surname8204   Name8204   4.32                4.40               vargsiukas  
Surname8205   Name8205   4.44                4.60               vargsiukas  
Surname8206   Name8206   6.52                5.80               kietiakas   
Surname8207   Name8207   2.72                2.80               vargsiukas  
Surname8208   Name8208   2.56                2.80               vargsiukas  
Surname8209   Name8209   7.68                8.00               kietiakas   
Surname821    Name821    5.92                5.20               kietiakas   
Surname8210   Name8210   5.24                5.40               kietiakas   
Surname8211   Name8211   7.68                8.00               kietiakas   
Surname8212   Name8212   3.00                3.00               vargsiukas  
Surname8213   Name8213   4.96                5.20               vargsiukas  
Surname8214   Name8214   6.60                7.00               kietiakas   
Surname8215   Name8215   6.56                6.40               kietiakas   
Surname8216   Name8216   5.40                5.00               kietiakas   
Surname8217   Name8217   6.92                7.00               kietiakas   
Surname8218   Name8218   6.72                6.80               kietiakas   
Surname8219   Name8219   5.80                6.20               kietiakas   
Surname822    Name822    7.40                7.40               kietiakas   
Surname8220   Name8220   3.12                2.80               vargsiukas  
Surname8221   Name8221   6.08                6.40               kietiakas   
Surname8222   Name8222   7.24                7.00               kietiakas   
Surname8223   Name8223   4.88                5.20               vargsiukas  
Surname8224   Name8224   6.28                5.80               kietiakas   
Surname8225   Name8225   6.52                6.60               kietiakas   
Surname8226   Name8226   5.28                5.20               kietiakas   
Surname8227   Name8227   6.32                5.60               kietiakas   
Surname8228   Name8228   7.60                7.60               kietiakas   
Surname8229   Name8229   1.88                1.80               vargsiukas  
Surname823    Name823    7.24                7.80               kietiakas   
Surname8230   Name8230   6.12                6.20               kietiakas   
Surname8231   Name8231   5.12                5.60               kietiakas   
Surname8232   Name8232   4.48                4.40               vargsiukas  
Surname8233   Name8233   7.44                7.60               kietiakas   
Surname8234   Name8234   2.96                3.20               vargsiukas  
Surname8235   Name8235   2.44                1.40               vargsiukas  
Surname8236   Name8236   6.88                7.20               kietiakas   
Surname8237   Name8237   7.00                7.00               kietiakas   
Surname8238   Name8238   4.76                5.40               vargsiukas  
Surname8239   Name8239   5.16                5.80               kietiakas   
Surname824    Name824    3.08                3.40               vargsiukas  
Surname8240   Name8240   5.44                5.60               kietiakas   
Surname8241   Name8241   6.20                5.40               kietiakas   
Surname8242   Name8242   7.60                8.00               kietiakas   
Surname8243   Name8243   2.04                2.20               vargsiukas  
Surname8244   Name8244   5.60                5.20               kietiakas   
Surname8245   Name8245   5.92                5.60               kietiakas   
Surname8246   Name8246   6.36                6.60               kietiakas   
Surname8247   Name8247   6.80                5.60               kietiakas   
Surname8248   Name8248   3.48                3.40               vargsiukas  
Surname8249   Name8249   6.76                7.40               kietiakas   
Surname825    Name825    4.88                5.20               vargsiukas  
Surname8250   Name8250   8.64                8.40               kietiakas   
Surname8251   Name8251   6.44                6.60               kietiakas   
Surname8252   Name8252   6.64                6.40               kietiakas   
Surname8253   Name8253   3.08                3.40               vargsiukas  
Surname8254   Name8254   4.52                4.20               vargsiukas  
Surname8255   Name8255   7.84                8.00               kietiakas   
Surname8256   Name8256   5.36                6.00               kietiakas   
Surname8257   Name8257   4.80                5.60               vargsiukas  
Surname8258   Name8258   5.40                5.40               kietiakas   
Surname8259   Name8259   3.28                3.20               vargsiukas  
Surname826    Name826    8.88                9.20               kietiakas   
Surname8260   Name8260   5.12                6.00               kietiakas   
Surname8261   Name8261   6.48                6.00               kietiakas   
Surname8262   Name8262   8.08                7.60               kietiakas   
Surname8263   Name8263   4.84                4.60               vargsiukas  
Surname8264   Name8264   3.44                2.80               vargsiukas  
Surname8265   Name8265   8.32                8.40               kietiakas   
Surname8266   Name8266   4.60                4.60               vargsiukas  
Surname8267   Name8267   2.80                2.40               vargsiukas  
Surname8268   Name8268   3.92                4.00               vargsiukas  
Surname8269   Name8269   6.68                6.60               kietiakas   
Surname827    Name827    5.52                5.60               kietiakas   
Surname8270   Name8270   5.44                5.60               kietiakas   
Surname8271   Name8271   6.28                6.60               kietiakas   
Surname8272   Name8272   5.20                5.60               kietiakas   
Surname8273   Name8273   7.28                8.40               kietiakas   
Surname8274   Name8274   3.08                3.00               vargsiukas  
Surname8275   Name8275   7.92                8.00               kietiakas   
Surname8276   Name8276   2.64                2.00               vargsiukas  
Surname8277   Name8277   7.52                6.80               kietiakas   
Surname8278   Name8278   3.44                3.20               vargsiukas  
Surname8279   Name8279   4.44                4.20               vargsiukas  
Surname828    Name828    8.16                8.00               kietiakas   
Surname8280   Name8280   3.00                3.80               vargsiukas  
Surname8281   Name8281   4.00                4.80               vargsiukas  
Surname8282   Name8282   4.24                3.60               vargsiukas  
Surname8283   Name8283   7.28                6.80               kietiakas   
Surname8284   Name8284   6.92                7.40               kietiakas   
Surname8285   Name8285   4.04                3.40               vargsiukas  
Surname8286   Name8286   3.76                3.60               vargsiukas  
Surname8287   Name8287   4.64                4.80               vargsiukas  
Surname8288   Name8288   5.84                6.40               kietiakas   
Surname8289   Name8289   3.68                4.00               vargsiukas  
Surname829    Name829    6.68                6.60               kietiakas   
Surname8290   Name8290   2.48                2.00               vargsiukas  
Surname8291   Name8291   4.64                4.80               vargsiukas  
Surname8292   Name8292   4.64                4.80               vargsiukas  
Surname8293   Name8293   6.96                7.20               kietiakas   
Surname8294   Name8294   4.56                5.60               vargsiukas  
Surname8295   Name8295   7.00                6.20               kietiakas   
Surname8296   Name8296   4.08                4.00               vargsiukas  
Surname8297   Name8297   4.76                4.20               vargsiukas  
Surname8298   Name8298   3.76                4.40               vargsiukas  
Surname8299   Name8299   5.80                5.40               kietiakas   
Surname83     Name83     4.76                4.60               vargsiukas  
Surname830    Name830    5.08                4.60               kietiakas   
Surname8300   Name8300   6.84                7.00               kietiakas   
Surname8301   Name8301   3.60                3.20               vargsiukas  
Surname8302   Name8302   4.96                5.20               vargsiukas  
Surname8303   Name8303   2.76                3.80               vargsiukas  
Surname8304   Name8304   4.28                4.20               vargsiukas  
Surname8305   Name8305   7.48                7.40               kietiakas   
Surname8306   Name8306   6.68                7.00               kietiakas   
Surname8307   Name8307   5.40                5.40               kietiakas   
Surname8308   Name8308   9.04                9.20               kietiakas   
Surname8309   Name8309   4.76                4.20               vargsiukas  
Surname831    Name831    6.16                6.80               kietiakas   
Surname8310   Name8310   4.68                4.20               vargsiukas  
Surname8311   Name8311   4.64                4.40               vargsiukas  
Surname8312   Name8312   5.00                5.00               kietiakas   
Surname8313   Name8313   6.24                6.80               kietiakas   
Surname8314   Name8314   3.20                4.00               vargsiukas  
Surname8315   Name8315   2.68                2.60               vargsiukas  
Surname8316   Name8316   3.20                3.20               vargsiukas  
Surname8317   Name8317   3.80                3.40               vargsiukas  
Surname8318   Name8318   5.28                5.60               kietiakas   
Surname8319   Name8319   8.24                8.40               kietiakas   
Surname832    Name832    3.12                2.00               vargsiukas  
Surname8320   Name8320   7.92                7.60               kietiakas   
Surname8321   Name8321   2.68                2.20               vargsiukas  
Surname8322   Name8322   3.20                3.20               vargsiukas  
Surname8323   Name8323   3.40                3.80               vargsiukas  
Surname8324   Name8324   5.24                5.80               kietiakas   
Surname8325   Name8325   7.92                7.60               kietiakas   
Surname8326   Name8326   2.96                2.80               vargsiukas  
Surname8327   Name8327   3.96                4.20               vargsiukas  
Surname8328   Name8328   3.08                4.20               vargsiukas  
Surname8329   Name8329   4.88                4.80               vargsiukas  
Surname833    Name833    7.76                7.60               kietiakas   
Surname8330   Name8330   4.36                3.80               vargsiukas  
Surname8331   Name8331   3.96                3.80               vargsiukas  
Surname8332   Name8332   5.48                5.40               kietiakas   
Surname8333   Name8333   6.76                6.60               kietiakas   
Surname8334   Name8334   8.44                8.20               kietiakas   
Surname8335   Name8335   4.16                3.60               vargsiukas  
Surname8336   Name8336   2.44                3.00               vargsiukas  
Surname8337   Name8337   3.48                3.40               vargsiukas  
Surname8338   Name8338   5.24                5.40               kietiakas   
Surname8339   Name8339   4.16                5.20               vargsiukas  
Surname834    Name834    7.48                7.00               kietiakas   
Surname8340   Name8340   9.04                9.20               kietiakas   
Surname8341   Name8341   6.24                6.40               kietiakas   
Surname8342   Name8342   5.96                5.80               kietiakas   
Surname8343   Name8343   4.32                4.40               vargsiukas  
Surname8344   Name8344   3.20                2.40               vargsiukas  
Surname8345   Name8345   8.00                8.00               kietiakas   
Surname8346   Name8346   5.68                4.80               kietiakas   
Surname8347   Name8347   5.52                5.20               kietiakas   
Surname8348   Name8348   3.00                2.60               vargsiukas  
Surname8349   Name8349   3.12                3.60               vargsiukas  
Surname835    Name835    8.28                7.80               kietiakas   
Surname8350   Name8350   8.88                9.20               kietiakas   
Surname8351   Name8351   5.88                6.20               kietiakas   
Surname8352   Name8352   4.16                4.40               vargsiukas  
Surname8353   Name8353   5.12                5.20               kietiakas   
Surname8354   Name8354   2.04                2.20               vargsiukas  
Surname8355   Name8355   5.44                4.80               kietiakas   
Surname8356   Name8356   8.08                8.80               kietiakas   
Surname8357   Name8357   2.88                2.80               vargsiukas  
Surname8358   Name8358   4.20                4.20               vargsiukas  
Surname8359   Name8359   7.88                7.80               kietiakas   
Surname836    Name836    8.08                8.40               kietiakas   
Surname8360   Name8360   5.16                5.00               kietiakas   
Surname8361   Name8361   8.20                8.20               kietiakas   
Surname8362   Name8362   8.40                8.00               kietiakas   
Surname8363   Name8363   6.64                7.20               kietiakas   
Surname8364   Name8364   5.12                5.20               kietiakas   
Surname8365   Name8365   3.12                2.80               vargsiukas  
Surname8366   Name8366   7.60                7.20               kietiakas   
Surname8367   Name8367   7.52                7.20               kietiakas   
Surname8368   Name8368   7.72                8.20               kietiakas   
Surname8369   Name8369   4.64                4.80               vargsiukas  
Surname837    Name837    6.20                5.80               kietiakas   
Surname8370   Name8370   6.24                6.80               kietiakas   
Surname8371   Name8371   5.84                5.60               kietiakas   
Surname8372   Name8372   7.16                6.60               kietiakas   
Surname8373   Name8373   5.64                5.80               kietiakas   
Surname8374   Name8374   5.72                5.40               kietiakas   
Surname8375   Name8375   6.76                7.40               kietiakas   
Surname8376   Name8376   4.48                4.80               vargsiukas  
Surname8377   Name8377   7.20                7.20               kietiakas   
Surname8378   Name8378   6.00                6.40               kietiakas   
Surname8379   Name8379   4.32                4.40               vargsiukas  
Surname838    Name838    7.92                7.20               kietiakas   
Surname8380   Name8380   5.12                5.20               kietiakas   
Surname8381   Name8381   4.68                4.60               vargsiukas  
Surname8382   Name8382   2.72                2.00               vargsiukas  
Surname8383   Name8383   6.84                6.60               kietiakas   
Surname8384   Name8384   7.80                7.80               kietiakas   
Surname8385   Name8385   8.24                8.40               kietiakas   
Surname8386   Name8386   6.16                5.60               kietiakas   
Surname8387   Name8387   4.08                4.80               vargsiukas  
Surname8388   Name8388   1.96                1.80               vargsiukas  
Surname8389   Name8389   3.64                3.00               vargsiukas  
Surname839    Name839    7.68                7.20               kietiakas   
Surname8390   Name8390   5.00                5.40               kietiakas   
Surname8391   Name8391   3.92                4.40               vargsiukas  
Surname8392   Name8392   3.48                3.40               vargsiukas  
Surname8393   Name8393   5.80                5.40               kietiakas   
Surname8394   Name8394   4.16                4.40               vargsiukas  
Surname8395   Name8395   2.88                3.20               vargsiukas  
Surname8396   Name8396   7.60                7.60               kietiakas   
Surname8397   Name8397   3.08                3.80               vargsiukas  
Surname8398   Name8398   3.08                3.40               vargsiukas  
Surname8399   Name8399   7.04                6.80               kietiakas   
Surname84     Name84     1.96                1.40               vargsiukas  
Surname840    Name840    8.64                8.80               kietiakas   
Surname8400   Name8400   3.76                3.60               vargsiukas  
Surname8401   Name8401   4.40                4.40               vargsiukas  
Surname8402   Name8402   3.32                3.40               vargsiukas  
Surname8403   Name8403   6.72                6.40               kietiakas   
Surname8404   Name8404   4.32                4.40               vargsiukas  
Surname8405   Name8405   8.40                8.40               kietiakas   
Surname8406   Name8406   7.76                8.40               kietiakas   
Surname8407   Name8407   8.40                8.40               kietiakas   
Surname8408   Name8408   4.32                4.40               vargsiukas  
Surname8409   Name8409   8.40                8.80               kietiakas   
Surname841    Name841    2.84                3.00               vargsiukas  
Surname8410   Name8410   4.48                5.20               vargsiukas  
Surname8411   Name8411   9.44                9.60               kietiakas   
Surname8412   Name8412   2.24                2.00               vargsiukas  
Surname8413   Name8413   7.36                6.80               kietiakas   
Surname8414   Name8414   2.36                2.60               vargsiukas  
Surname8415   Name8415   4.40                4.40               vargsiukas  
Surname8416   Name8416   8.32                8.40               kietiakas   
Surname8417   Name8417   7.12                7.20               kietiakas   
Surname8418   Name8418   6.32                6.80               kietiakas   
Surname8419   Name8419   6.44                7.00               kietiakas   
Surname842    Name842    6.44                6.60               kietiakas   
Surname8420   Name8420   7.04                6.80               kietiakas   
Surname8421   Name8421   6.20                5.40               kietiakas   
Surname8422   Name8422   3.84                4.00               vargsiukas  
Surname8423   Name8423   7.84                8.00               kietiakas   
Surname8424   Name8424   2.96                2.80               vargsiukas  
Surname8425   Name8425   5.92                6.00               kietiakas   
Surname8426   Name8426   3.76                4.00               vargsiukas  
Surname8427   Name8427   7.92                8.40               kietiakas   
Surname8428   Name8428   6.28                6.20               kietiakas   
Surname8429   Name8429   6.32                6.80               kietiakas   
Surname843    Name843    7.40                7.40               kietiakas   
Surname8430   Name8430   7.24                7.40               kietiakas   
Surname8431   Name8431   6.48                6.80               kietiakas   
Surname8432   Name8432   6.76                6.60               kietiakas   
Surname8433   Name8433   4.12                4.20               vargsiukas  
Surname8434   Name8434   4.88                4.80               vargsiukas  
Surname8435   Name8435   6.56                6.00               kietiakas   
Surname8436   Name8436   6.36                6.60               kietiakas   
Surname8437   Name8437   6.60                6.60               kietiakas   
Surname8438   Name8438   2.64                2.00               vargsiukas  
Surname8439   Name8439   7.36                7.60               kietiakas   
Surname844    Name844    6.16                6.00               kietiakas   
Surname8440   Name8440   2.60                2.60               vargsiukas  
Surname8441   Name8441   3.72                3.40               vargsiukas  
Surname8442   Name8442   8.16                8.40               kietiakas   
Surname8443   Name8443   8.72                9.20               kietiakas   
Surname8444   Name8444   3.00                2.60               vargsiukas  
Surname8445   Name8445   5.96                5.80               kietiakas   
Surname8446   Name8446   8.16                8.40               kietiakas   
Surname8447   Name8447   3.68                4.00               vargsiukas  
Surname8448   Name8448   4.80                4.80               vargsiukas  
Surname8449   Name8449   8.96                8.80               kietiakas   
Surname845    Name845    2.28                2.20               vargsiukas  
Surname8450   Name8450   7.68                8.00               kietiakas   
Surname8451   Name8451   6.64                6.00               kietiakas   
Surname8452   Name8452   5.84                5.60               kietiakas   
Surname8453   Name8453   7.24                7.40               kietiakas   
Surname8454   Name8454   6.56                6.40               kietiakas   
Surname8455   Name8455   8.72                8.80               kietiakas   
Surname8456   Name8456   8.08                8.80               kietiakas   
Surname8457   Name8457   3.32                3.40               vargsiukas  
Surname8458   Name8458   4.12                3.80               vargsiukas  
Surname8459   Name8459   4.80                4.80               vargsiukas  
Surname846    Name846    4.36                5.40               vargsiukas  
Surname8460   Name8460   3.72                3.80               vargsiukas  
Surname8461   Name8461   5.04                4.80               kietiakas   
Surname8462   Name8462   5.84                6.00               kietiakas   
Surname8463   Name8463   4.16                4.00               vargsiukas  
Surname8464   Name8464   4.08                3.60               vargsiukas  
Surname8465   Name8465   4.76                4.60               vargsiukas  
Surname8466   Name8466   4.80                5.60               vargsiukas  
Surname8467   Name8467   5.56                5.00               kietiakas   
Surname8468   Name8468   2.60                2.60               vargsiukas  
Surname8469   Name8469   3.36                3.20               vargsiukas  
Surname847    Name847    4.96                5.20               vargsiukas  
Surname8470   Name8470   5.24                5.40               kietiakas   
Surname8471   Name8471   4.88                4.40               vargsiukas  
Surname8472   Name8472   2.96                2.40               vargsiukas  
Surname8473   Name8473   6.48                5.60               kietiakas   
Surname8474   Name8474   3.88                3.80               vargsiukas  
Surname8475   Name8475   4.96                4.80               vargsiukas  
Surname8476   Name8476   7.80                7.80               kietiakas   
Surname8477   Name8477   2.60                1.80               vargsiukas  
Surname8478   Name8478   7.48                7.80               kietiakas   
Surname8479   Name8479   3.60                3.20               vargsiukas  
Surname848    Name848    9.04                9.60               kietiakas   
Surname8480   Name8480   3.00                3.40               vargsiukas  
Surname8481   Name8481   5.40                5.00               kietiakas   
Surname8482   Name8482   4.16                4.00               vargsiukas  
Surname8483   Name8483   4.48                4.40               vargsiukas  
Surname8484   Name8484   7.44                8.00               kietiakas   
Surname8485   Name8485   7.40                7.40               kietiakas   
Surname8486   Name8486   8.08                7.60               kietiakas   
Surname8487   Name8487   2.92                3.40               vargsiukas  
Surname8488   Name8488   4.32                4.40               vargsiukas  
Surname8489   Name8489   3.32                2.60               vargsiukas  
Surname849    Name849    3.84                4.00               vargsiukas  
Surname8490   Name8490   4.96                5.60               vargsiukas  
Surname8491   Name8491   6.36                5.80               kietiakas   
Surname8492   Name8492   7.36                7.20               kietiakas   
Surname8493   Name8493   4.24                4.40               vargsiukas  
Surname8494   Name8494   4.56                5.20               vargsiukas  
Surname8495   Name8495   5.48                5.40               kietiakas   
Surname8496   Name8496   6.36                6.60               kietiakas   
Surname8497   Name8497   7.36                7.60               kietiakas   
Surname8498   Name8498   4.00                4.40               vargsiukas  
Surname8499   Name8499   2.04                1.80               vargsiukas  
Surname85     Name85     3.68                4.00               vargsiukas  
Surname850    Name850    7.64                7.80               kietiakas   
Surname8500   Name8500   2.84                2.60               vargsiukas  
Surname8501   Name8501   6.84                6.60               kietiakas   
Surname8502   Name8502   4.52                5.00               vargsiukas  
Surname8503   Name8503   6.40                6.40               kietiakas   
Surname8504   Name8504   2.76                3.00               vargsiukas  
Surname8505   Name8505   5.80                5.40               kietiakas   
Surname8506   Name8506   4.68                4.20               vargsiukas  
Surname8507   Name8507   3.52                3.60               vargsiukas  
Surname8508   Name8508   6.84                7.00               kietiakas   
Surname8509   Name8509   4.52                4.20               vargsiukas  
Surname851    Name851    6.64                6.00               kietiakas   
Surname8510   Name8510   4.32                4.00               vargsiukas  
Surname8511   Name8511   5.76                5.20               kietiakas   
Surname8512   Name8512   6.28                5.80               kietiakas   
Surname8513   Name8513   5.08                5.80               kietiakas   
Surname8514   Name8514   8.04                8.20               kietiakas   
Surname8515   Name8515   3.28                3.20               vargsiukas  
Surname8516   Name8516   3.76                4.00               vargsiukas  
Surname8517   Name8517   2.84                2.60               vargsiukas  
Surname8518   Name8518   2.32                2.40               vargsiukas  
Surname8519   Name8519   7.84                8.00               kietiakas   
Surname852    Name852    4.40                4.40               vargsiukas  
Surname8520   Name8520   3.92                4.40               vargsiukas  
Surname8521   Name8521   6.16                6.40               kietiakas   
Surname8522   Name8522   6.56                6.80               kietiakas   
Surname8523   Name8523   3.44                3.60               vargsiukas  
Surname8524   Name8524   7.12                7.60               kietiakas   
Surname8525   Name8525   8.12                8.20               kietiakas   
Surname8526   Name8526   2.88                2.80               vargsiukas  
Surname8527   Name8527   7.16                7.00               kietiakas   
Surname8528   Name8528   4.40                4.40               vargsiukas  
Surname8529   Name8529   4.28                4.20               vargsiukas  
Surname853    Name853    4.04                3.40               vargsiukas  
Surname8530   Name8530   8.08                8.00               kietiakas   
Surname8531   Name8531   8.88                8.80               kietiakas   
Surname8532   Name8532   6.92                6.60               kietiakas   
Surname8533   Name8533   8.04                8.20               kietiakas   
Surname8534   Name8534   7.44                8.40               kietiakas   
Surname8535   Name8535   6.60                6.60               kietiakas   
Surname8536   Name8536   8.44                8.20               kietiakas   
Surname8537   Name8537   6.12                6.20               kietiakas   
Surname8538   Name8538   4.88                5.20               vargsiukas  
Surname8539   Name8539   4.84                4.20               vargsiukas  
Surname854    Name854    2.60                2.20               vargsiukas  
Surname8540   Name8540   5.72                6.20               kietiakas   
Surname8541   Name8541   3.52                4.00               vargsiukas  
Surname8542   Name8542   6.84                7.40               kietiakas   
Surname8543   Name8543   5.80                5.40               kietiakas   
Surname8544   Name8544   8.24                8.00               kietiakas   
Surname8545   Name8545   5.68                5.60               kietiakas   
Surname8546   Name8546   4.44                4.20               vargsiukas  
Surname8547   Name8547   6.20                7.00               kietiakas   
Surname8548   Name8548   2.76                2.60               vargsiukas  
Surname8549   Name8549   6.40                6.80               kietiakas   
Surname855    Name855    6.52                6.60               kietiakas   
Surname8550   Name8550   5.80                5.40               kietiakas   
Surname8551   Name8551   4.12                3.80               vargsiukas  
Surname8552   Name8552   5.68                4.80               kietiakas   
Surname8553   Name8553   5.08                5.40               kietiakas   
Surname8554   Name8554   4.76                4.20               vargsiukas  
Surname8555   Name8555   7.52                7.20               kietiakas   
Surname8556   Name8556   7.36                6.80               kietiakas   
Surname8557   Name8557   5.24                5.40               kietiakas   
Surname8558   Name8558   4.60                5.00               vargsiukas  
Surname8559   Name8559   3.36                3.20               vargsiukas  
Surname856    Name856    5.80                5.80               kietiakas   
Surname8560   Name8560   6.68                7.40               kietiakas   
Surname8561   Name8561   3.84                3.20               vargsiukas  
Surname8562   Name8562   3.60                3.20               vargsiukas  
Surname8563   Name8563   3.64                3.40               vargsiukas  
Surname8564   Name8564   7.04                6.40               kietiakas   
Surname8565   Name8565   5.76                6.00               kietiakas   
Surname8566   Name8566   7.04                6.80               kietiakas   
Surname8567   Name8567   7.88                7.80               kietiakas   
Surname8568   Name8568   4.04                3.80               vargsiukas  
Surname8569   Name8569   6.08                6.00               kietiakas   
Surname857    Name857    8.08                7.20               kietiakas   
Surname8570   Name8570   4.36                5.00               vargsiukas  
Surname8571   Name8571   3.24                3.40               vargsiukas  
Surname8572   Name8572   7.60                7.20               kietiakas   
Surname8573   Name8573   1.96                1.40               vargsiukas  
Surname8574   Name8574   5.24                4.60               kietiakas   
Surname8575   Name8575   3.36                3.60               vargsiukas  
Surname8576   Name8576   2.96                2.80               vargsiukas  
Surname8577   Name8577   2.36                2.20               vargsiukas  
Surname8578   Name8578   3.16                3.80               vargsiukas  
Surname8579   Name8579   6.20                6.20               kietiakas   
Surname858    Name858    3.36                3.20               vargsiukas  
Surname8580   Name8580   4.20                4.60               vargsiukas  
Surname8581   Name8581   2.92                3.00               vargsiukas  
Surname8582   Name8582   4.72                4.40               vargsiukas  
Surname8583   Name8583   3.72                3.80               vargsiukas  
Surname8584   Name8584   4.20                4.20               vargsiukas  
Surname8585   Name8585   6.28                7.00               kietiakas   
Surname8586   Name8586   8.80                8.80               kietiakas   
Surname8587   Name8587   3.56                3.00               vargsiukas  
Surname8588   Name8588   7.72                7.80               kietiakas   
Surname8589   Name8589   6.56                6.40               kietiakas   
Surname859    Name859    2.52                2.20               vargsiukas  
Surname8590   Name8590   2.84                2.60               vargsiukas  
Surname8591   Name8591   7.96                7.80               kietiakas   
Surname8592   Name8592   8.16                8.80               kietiakas   
Surname8593   Name8593   4.52                4.20               vargsiukas  
Surname8594   Name8594   7.00                7.00               kietiakas   
Surname8595   Name8595   3.56                3.80               vargsiukas  
Surname8596   Name8596   3.48                3.80               vargsiukas  
Surname8597   Name8597   4.44                5.00               vargsiukas  
Surname8598   Name8598   4.16                4.00               vargsiukas  
Surname8599   Name8599   8.48                8.00               kietiakas   
Surname86     Name86     6.48                6.00               kietiakas   
Surname860    Name860    4.04                4.20               vargsiukas  
Surname8600   Name8600   6.88                6.40               kietiakas   
Surname8601   Name8601   6.28                6.60               kietiakas   
Surname8602   Name8602   5.40                5.40               kietiakas   
Surname8603   Name8603   5.96                5.80               kietiakas   
Surname8604   Name8604   6.32                5.60               kietiakas   
Surname8605   Name8605   7.60                7.60               kietiakas   
Surname8606   Name8606   7.20                7.20               kietiakas   
Surname8607   Name8607   3.20                4.00               vargsiukas  
Surname8608   Name8608   6.56                6.80               kietiakas   
Surname8609   Name8609   4.96                6.00               vargsiukas  
Surname861    Name861    6.04                6.20               kietiakas   
Surname8610   Name8610   2.56                2.00               vargsiukas  
Surname8611   Name8611   7.92                7.60               kietiakas   
Surname8612   Name8612   6.64                6.80               kietiakas   
Surname8613   Name8613   6.60                7.00               kietiakas   
Surname8614   Name8614   5.56                5.40               kietiakas   
Surname8615   Name8615   5.60                6.00               kietiakas   
Surname8616   Name8616   4.96                5.20               vargsiukas  
Surname8617   Name8617   2.68                3.00               vargsiukas  
Surname8618   Name8618   1.88                1.80               vargsiukas  
Surname8619   Name8619   6.00                6.40               kietiakas   
Surname862    Name862    7.92                8.00               kietiakas   
Surname8620   Name8620   2.92                3.00               vargsiukas  
Surname8621   Name8621   2.36                2.60               vargsiukas  
Surname8622   Name8622   4.60                5.00               vargsiukas  
Surname8623   Name8623   6.00                6.00               kietiakas   
Surname8624   Name8624   3.36                2.80               vargsiukas  
Surname8625   Name8625   3.44                3.60               vargsiukas  
Surname8626   Name8626   7.92                8.00               kietiakas   
Surname8627   Name8627   7.24                7.80               kietiakas   
Surname8628   Name8628   8.40                9.20               kietiakas   
Surname8629   Name8629   5.48                5.40               kietiakas   
Surname863    Name863    3.00                3.00               vargsiukas  
Surname8630   Name8630   8.04                7.80               kietiakas   
Surname8631   Name8631   3.28                2.40               vargsiukas  
Surname8632   Name8632   6.00                6.00               kietiakas   
Surname8633   Name8633   9.44                9.60               kietiakas   
Surname8634   Name8634   6.88                6.80               kietiakas   
Surname8635   Name8635   1.96                1.40               vargsiukas  
Surname8636   Name8636   6.32                6.00               kietiakas   
Surname8637   Name8637   4.20                4.60               vargsiukas  
Surname8638   Name8638   5.60                5.60               kietiakas   
Surname8639   Name8639   4.36                4.60               vargsiukas  
Surname864    Name864    5.56                5.40               kietiakas   
Surname8640   Name8640   8.00                7.60               kietiakas   
Surname8641   Name8641   3.88                3.00               vargsiukas  
Surname8642   Name8642   7.12                7.60               kietiakas   
Surname8643   Name8643   8.56                8.40               kietiakas   
Surname8644   Name8644   3.52                3.60               vargsiukas  
Surname8645   Name8645   5.04                4.80               kietiakas   
Surname8646   Name8646   3.36                3.20               vargsiukas  
Surname8647   Name8647   3.16                3.00               vargsiukas  
Surname8648   Name8648   6.88                6.80               kietiakas   
Surname8649   Name8649   6.64                6.00               kietiakas   
Surname865    Name865    8.32                8.00               kietiakas   
Surname8650   Name8650   4.32                4.40               vargsiukas  
Surname8651   Name8651   2.40                1.60               vargsiukas  
Surname8652   Name8652   8.32                8.80               kietiakas   
Surname8653   Name8653   5.88                5.40               kietiakas   
Surname8654   Name8654   6.20                6.20               kietiakas   
Surname8655   Name8655   3.92                4.00               vargsiukas  
Surname8656   Name8656   3.28                3.60               vargsiukas  
Surname8657   Name8657   7.88                8.20               kietiakas   
Surname8658   Name8658   7.56                7.40               kietiakas   
Surname8659   Name8659   6.04                5.80               kietiakas   
Surname866    Name866    6.16                5.60               kietiakas   
Surname8660   Name8660   6.80                6.40               kietiakas   
Surname8661   Name8661   5.28                5.20               kietiakas   
Surname8662   Name8662   6.28                6.60               kietiakas   
Surname8663   Name8663   3.48                4.20               vargsiukas  
Surname8664   Name8664   8.80                8.80               kietiakas   
Surname8665   Name8665   4.48                4.00               vargsiukas  
Surname8666   Name8666   2.92                3.00               vargsiukas  
Surname8667   Name8667   3.84                4.00               vargsiukas  
Surname8668   Name8668   6.96                6.40               kietiakas   
Surname8669   Name8669   8.68                9.00               kietiakas   
Surname867    Name867    5.28                5.20               kietiakas   
Surname8670   Name8670   5.68                6.00               kietiakas   
Surname8671   Name8671   6.24                6.00               kietiakas   
Surname8672   Name8672   3.72                3.80               vargsiukas  
Surname8673   Name8673   6.44                6.20               kietiakas   
