Surname        Name           ND1  ND2  ND3  ND4  ND5  Exam     
Surname9191    Name9191       1    2    7    1    5    5        
Surname9192    Name9192       10   7    2    5    9    4        
Surname9193    Name9193       5    3    10   4    10   6        
Surname9194    Name9194       1    2    9    10   1    5        
Surname9195    Name9195       4    10   2    8    8    10       
Surname9196    Name9196       10   6    4    1    4    5        
Surname9197    Name9197       5    8    9    9    8    5        
Surname9198    Name9198       8    6    5    6    6    10       
Surname9199    Name9199       4    1    7    2    9    9        
Surname9200    Name9200       9    4    6    10   7    2        
Surname9201    Name9201       7    5    10   5    6    1        
Surname9202    Name9202       6    10   1    8    1    5        
Surname9203    Name9203       1    5    10   7    8    9        
Surname9204    Name9204       7    9    2    3    6    10       
Surname9205    Name9205       5    7    7    6    3    4        
Surname9206    Name9206       5    1    6    6    3    1        
Surname9207    Name9207       3    10   6    7    5    3        
Surname9208    Name9208       8    7    9    2    4    10       
Surname9209    Name9209       4    2    9    10   4    10       
Surname9210    Name9210       8    10   7    3    3    7        
Surname9211    Name9211       4    1    3    6    8    7        
Surname9212    Name9212       4    1    8    9    2    4        
Surname9213    Name9213       2    10   3    4    10   6        
Surname9214    Name9214       6    3    8    9    8    2        
Surname9215    Name9215       5    4    3    6    6    10       
Surname9216    Name9216       2    2    1    10   8    6        
Surname9217    Name9217       1    1    7    7    10   6        
Surname9218    Name9218       9    10   5    2    2    7        
Surname9219    Name9219       10   4    4    9    2    5        
Surname9220    Name9220       6    10   6    1    10   5        
Surname9221    Name9221       7    7    9    10   9    6        
Surname9222    Name9222       8    4    7    3    2    2        
Surname9223    Name9223       8    1    1    2    3    9        
Surname9224    Name9224       3    5    7    1    6    2        
Surname9225    Name9225       7    2    1    5    9    4        
Surname9226    Name9226       2    3    1    1    8    9        
Surname9227    Name9227       2    1    8    7    3    6        
Surname9228    Name9228       10   1    7    7    10   9        
Surname9229    Name9229       7    8    2    8    10   7        
Surname9230    Name9230       8    4    9    2    4    8        
Surname9231    Name9231       6    6    9    2    4    1        
Surname9232    Name9232       3    9    7    3    9    6        
Surname9233    Name9233       5    4    1    3    1    9        
Surname9234    Name9234       8    9    5    2    8    7        
Surname9235    Name9235       5    2    1    6    6    7        
Surname9236    Name9236       3    7    6    9    10   2        
Surname9237    Name9237       7    9    2    8    5    10       
Surname9238    Name9238       8    7    5    7    4    4        
Surname9239    Name9239       1    7    5    2    5    9        
Surname9240    Name9240       7    7    7    10   1    10       
Surname9241    Name9241       5    4    7    4    1    10       
Surname9242    Name9242       6    2    5    2    4    6        
Surname9243    Name9243       10   6    7    8    1    10       
Surname9244    Name9244       5    6    9    4    10   10       
Surname9245    Name9245       6    4    7    3    7    3        
Surname9246    Name9246       6    2    10   10   4    2        
Surname9247    Name9247       2    7    6    7    6    2        
Surname9248    Name9248       5    9    2    5    9    5        
Surname9249    Name9249       3    2    7    4    9    4        
Surname9250    Name9250       5    8    10   5    6    4        
Surname9251    Name9251       10   5    2    3    7    7        
Surname9252    Name9252       3    4    7    2    10   2        
Surname9253    Name9253       10   3    6    2    4    2        
Surname9254    Name9254       5    9    10   6    9    10       
Surname9255    Name9255       2    3    4    9    1    5        
Surname9256    Name9256       4    1    1    5    3    3        
Surname9257    Name9257       6    6    10   10   7    1        
Surname9258    Name9258       9    8    6    4    8    8        
Surname9259    Name9259       5    4    3    1    4    3        
Surname9260    Name9260       10   10   8    3    2    3        
Surname9261    Name9261       2    1    10   5    9    1        
Surname9262    Name9262       3    7    4    8    7    2        
Surname9263    Name9263       9    7    3    8    5    10       
Surname9264    Name9264       2    4    1    6    6    6        
Surname9265    Name9265       7    4    4    2    7    4        
Surname9266    Name9266       1    6    8    10   9    10       
Surname9267    Name9267       5    10   7    7    8    10       
Surname9268    Name9268       3    10   2    6    3    6        
Surname9269    Name9269       3    7    2    9    10   1        
Surname9270    Name9270       9    10   7    8    2    5        
Surname9271    Name9271       2    7    4    4    5    8        
Surname9272    Name9272       3    8    5    5    6    1        
Surname9273    Name9273       6    5    3    10   2    1        
Surname9274    Name9274       1    10   1    10   2    7        
Surname9275    Name9275       7    3    4    4    4    4        
Surname9276    Name9276       4    3    8    2    1    9        
Surname9277    Name9277       2    4    4    7    9    1        
Surname9278    Name9278       1    3    10   8    2    1        
Surname9279    Name9279       1    8    2    9    10   8        
Surname9280    Name9280       2    10   9    7    3    3        
Surname9281    Name9281       10   10   7    8    10   3        
Surname9282    Name9282       8    6    6    7    5    10       
Surname9283    Name9283       6    5    2    10   4    4        
Surname9284    Name9284       9    10   3    4    1    4        
Surname9285    Name9285       7    5    5    8    6    10       
Surname9286    Name9286       7    3    9    3    4    9        
Surname9287    Name9287       2    5    3    9    6    5        
Surname9288    Name9288       6    1    5    9    10   8        
Surname9289    Name9289       8    9    3    1    8    5        
Surname9290    Name9290       6    4    5    10   3    2        
Surname9291    Name9291       7    10   7    6    2    5        
Surname9292    Name9292       6    3    1    8    8    10       
Surname9293    Name9293       6    1    4    7    8    8        
Surname9294    Name9294       8    2    9    9    3    3        
Surname9295    Name9295       7    10   3    3    3    7        
Surname9296    Name9296       5    5    1    5    4    10       
Surname9297    Name9297       1    10   10   2    1    3        
Surname9298    Name9298       9    6    5    8    10   9        
Surname9299    Name9299       6    7    3    8    6    2        
Surname9300    Name9300       8    5    7    3    9    3        
Surname9301    Name9301       3    7    8    2    4    7        
Surname9302    Name9302       4    3    6    2    7    4        
Surname9303    Name9303       1    1    7    9    2    1        
Surname9304    Name9304       7    9    8    2    6    9        
Surname9305    Name9305       10   2    1    7    10   9        
Surname9306    Name9306       4    9    9    8    5    6        
Surname9307    Name9307       10   8    6    9    6    7        
Surname9308    Name9308       4    8    1    8    8    10       
Surname9309    Name9309       5    2    9    7    7    6        
Surname9310    Name9310       7    8    5    7    8    2        
Surname9311    Name9311       1    3    10   3    7    9        
Surname9312    Name9312       1    5    4    9    9    4        
Surname9313    Name9313       3    7    8    4    4    7        
Surname9314    Name9314       6    8    4    4    9    3        
Surname9315    Name9315       1    4    7    1    10   5        
Surname9316    Name9316       3    7    7    6    9    1        
Surname9317    Name9317       4    3    3    1    5    1        
Surname9318    Name9318       1    9    10   3    7    8        
Surname9319    Name9319       4    10   6    2    5    2        
Surname9320    Name9320       2    7    3    6    2    4        
Surname9321    Name9321       4    8    4    10   10   9        
Surname9322    Name9322       8    10   7    1    7    6        
Surname9323    Name9323       4    9    2    4    10   3        
Surname9324    Name9324       2    2    8    10   4    7        
Surname9325    Name9325       4    5    2    3    2    5        
Surname9326    Name9326       1    3    8    7    1    6        
Surname9327    Name9327       5    8    4    7    1    5        
Surname9328    Name9328       6    7    8    7    3    10       
Surname9329    Name9329       4    4    4    5    9    4        
Surname9330    Name9330       4    10   9    7    7    9        
Surname9331    Name9331       4    5    6    10   9    4        
Surname9332    Name9332       3    2    10   7    3    4        
Surname9333    Name9333       7    8    5    7    1    6        
Surname9334    Name9334       6    9    6    1    7    8        
Surname9335    Name9335       1    7    1    1    7    9        
Surname9336    Name9336       8    8    4    2    2    8        
Surname9337    Name9337       10   6    10   9    9    5        
Surname9338    Name9338       7    10   2    3    6    1        
Surname9339    Name9339       2    2    4    4    8    5        
Surname9340    Name9340       4    8    3    7    9    10       
Surname9341    Name9341       2    4    2    3    2    1        
Surname9342    Name9342       4    7    1    4    5    1        
Surname9343    Name9343       5    5    10   9    5    3        
Surname9344    Name9344       2    9    3    9    2    7        
Surname9345    Name9345       1    1    2    3    3    4        
Surname9346    Name9346       9    10   8    3    10   5        
Surname9347    Name9347       2    7    2    6    6    5        
Surname9348    Name9348       2    10   4    10   9    10       
Surname9349    Name9349       4    9    1    7    10   1        
Surname9350    Name9350       6    5    10   10   10   2        
Surname9351    Name9351       1    9    4    6    7    3        
Surname9352    Name9352       2    4    3    9    6    3        
Surname9353    Name9353       10   1    5    8    4    7        
Surname9354    Name9354       4    1    8    7    6    4        
Surname9355    Name9355       8    10   7    8    3    9        
Surname9356    Name9356       5    4    1    7    4    9        
Surname9357    Name9357       5    4    2    6    2    3        
Surname9358    Name9358       9    10   10   3    6    4        
Surname9359    Name9359       6    6    10   1    7    9        
Surname9360    Name9360       5    6    7    6    4    7        
Surname9361    Name9361       6    3    3    3    10   7        
Surname9362    Name9362       5    7    8    10   2    2        
Surname9363    Name9363       7    4    9    4    10   2        
Surname9364    Name9364       6    1    9    8    3    7        
Surname9365    Name9365       9    7    9    3    1    6        
Surname9366    Name9366       6    6    8    8    10   6        
Surname9367    Name9367       6    7    6    1    6    1        
Surname9368    Name9368       5    8    8    9    2    10       
Surname9369    Name9369       6    9    10   3    4    6        
Surname9370    Name9370       4    7    1    3    9    1        
Surname9371    Name9371       10   10   1    5    4    10       
Surname9372    Name9372       6    3    2    9    3    4        
Surname9373    Name9373       9    1    6    8    1    3        
Surname9374    Name9374       4    9    6    7    8    8        
Surname9375    Name9375       5    3    1    3    7    6        
Surname9376    Name9376       4    10   3    9    7    8        
Surname9377    Name9377       6    7    2    7    1    5        
Surname9378    Name9378       2    6    10   2    8    3        
Surname9379    Name9379       1    4    4    8    6    3        
Surname9380    Name9380       5    3    1    8    1    3        
Surname9381    Name9381       2    6    8    7    8    4        
Surname9382    Name9382       4    2    8    5    5    3        
Surname9383    Name9383       9    9    9    4    2    3        
Surname9384    Name9384       2    1    9    10   10   1        
Surname9385    Name9385       5    7    5    9    5    5        
Surname9386    Name9386       9    7    1    3    6    1        
Surname9387    Name9387       9    9    2    6    1    4        
Surname9388    Name9388       8    10   5    10   7    3        
Surname9389    Name9389       6    8    5    3    6    10       
Surname9390    Name9390       5    8    9    3    9    7        
Surname9391    Name9391       6    10   9    5    1    5        
Surname9392    Name9392       5    1    7    3    4    10       
Surname9393    Name9393       8    1    5    1    10   1        
Surname9394    Name9394       2    7    4    1    8    10       
Surname9395    Name9395       6    8    4    7    9    4        
Surname9396    Name9396       9    1    6    3    1    7        
Surname9397    Name9397       1    4    3    2    5    8        
Surname9398    Name9398       4    8    2    5    2    2        
Surname9399    Name9399       7    2    9    8    2    8        
Surname9400    Name9400       3    2    8    8    4    9        
Surname9401    Name9401       4    7    10   4    2    9        
Surname9402    Name9402       3    6    9    4    7    10       
Surname9403    Name9403       8    6    2    6    2    7        
Surname9404    Name9404       2    1    1    7    8    8        
Surname9405    Name9405       9    9    5    10   9    3        
Surname9406    Name9406       4    2    3    6    8    5        
Surname9407    Name9407       7    8    10   7    2    10       
Surname9408    Name9408       4    8    6    7    10   6        
Surname9409    Name9409       8    3    7    6    4    8        
Surname9410    Name9410       6    4    4    5    10   5        
Surname9411    Name9411       7    2    3    10   9    1        
Surname9412    Name9412       4    9    10   7    10   10       
Surname9413    Name9413       7    5    9    9    2    9        
Surname9414    Name9414       6    10   3    7    8    2        
Surname9415    Name9415       1    9    2    2    5    6        
Surname9416    Name9416       1    5    10   5    1    6        
Surname9417    Name9417       7    5    2    9    8    10       
Surname9418    Name9418       8    2    8    6    5    8        
Surname9419    Name9419       9    7    9    7    8    7        
Surname9420    Name9420       4    3    8    1    2    7        
Surname9421    Name9421       2    3    6    9    8    5        
Surname9422    Name9422       5    5    6    8    8    6        
Surname9423    Name9423       4    5    6    3    3    4        
Surname9424    Name9424       5    5    7    3    4    5        
Surname9425    Name9425       6    1    6    2    1    1        
Surname9426    Name9426       4    9    1    1    8    10       
Surname9427    Name9427       6    10   4    7    6    7        
Surname9428    Name9428       1    3    9    10   4    4        
Surname9429    Name9429       1    2    2    9    1    10       
Surname9430    Name9430       2    4    10   10   6    4        
Surname9431    Name9431       7    2    5    6    8    6        
Surname9432    Name9432       8    6    10   6    9    9        
Surname9433    Name9433       9    9    1    3    4    1        
Surname9434    Name9434       9    8    10   8    8    10       
Surname9435    Name9435       2    9    5    6    8    3        
Surname9436    Name9436       7    4    4    10   9    6        
Surname9437    Name9437       6    10   5    7    3    4        
Surname9438    Name9438       5    8    4    6    9    6        
Surname9439    Name9439       7    10   5    5    4    10       
Surname9440    Name9440       8    7    5    8    3    4        
Surname9441    Name9441       2    1    5    8    9    8        
Surname9442    Name9442       4    8    3    2    3    7        
Surname9443    Name9443       3    6    8    8    2    8        
Surname9444    Name9444       2    3    3    5    2    2        
Surname9445    Name9445       3    3    8    2    2    10       
Surname9446    Name9446       5    10   10   7    4    4        
Surname9447    Name9447       8    4    8    2    7    4        
Surname9448    Name9448       8    2    3    6    9    10       
Surname9449    Name9449       1    8    2    6    1    5        
Surname9450    Name9450       2    4    3    3    2    8        
Surname9451    Name9451       10   8    10   6    2    6        
Surname9452    Name9452       7    1    5    4    9    6        
Surname9453    Name9453       10   2    7    2    10   5        
Surname9454    Name9454       5    2    8    8    9    8        
Surname9455    Name9455       5    1    7    9    8    3        
Surname9456    Name9456       4    5    1    1    5    7        
Surname9457    Name9457       3    7    3    10   3    9        
Surname9458    Name9458       6    2    1    8    4    10       
Surname9459    Name9459       2    2    6    5    3    4        
Surname9460    Name9460       1    8    2    3    3    8        
Surname9461    Name9461       1    10   4    7    2    4        
Surname9462    Name9462       1    1    3    6    9    8        
Surname9463    Name9463       1    10   6    4    5    4        
Surname9464    Name9464       8    8    6    5    4    1        
Surname9465    Name9465       2    4    1    2    2    7        
Surname9466    Name9466       6    3    3    3    9    3        
Surname9467    Name9467       2    7    8    3    4    6        
Surname9468    Name9468       6    6    6    9    10   8        
Surname9469    Name9469       3    10   6    1    1    3        
Surname9470    Name9470       10   1    5    5    7    3        
Surname9471    Name9471       2    4    6    3    3    4        
Surname9472    Name9472       3    7    1    9    5    5        
Surname9473    Name9473       7    8    7    10   4    2        
Surname9474    Name9474       2    1    1    4    3    7        
Surname9475    Name9475       2    2    1    9    6    10       
Surname9476    Name9476       6    7    2    7    8    8        
Surname9477    Name9477       8    4    3    8    10   7        
Surname9478    Name9478       6    7    8    2    1    3        
Surname9479    Name9479       2    6    1    8    3    6        
Surname9480    Name9480       2    5    3    9    1    4        
Surname9481    Name9481       8    5    9    2    1    7        
Surname9482    Name9482       9    5    4    6    10   1        
Surname9483    Name9483       6    6    1    6    2    7        
Surname9484    Name9484       3    4    6    9    9    3        
Surname9485    Name9485       10   9    7    7    2    3        
Surname9486    Name9486       3    9    10   1    4    10       
Surname9487    Name9487       2    6    5    5    7    8        
Surname9488    Name9488       10   1    4    9    1    9        
Surname9489    Name9489       7    4    8    1    3    2        
Surname9490    Name9490       6    10   5    6    5    2        
Surname9491    Name9491       10   3    8    7    3    6        
Surname9492    Name9492       4    10   7    10   7    1        
Surname9493    Name9493       10   5    9    9    5    2        
Surname9494    Name9494       3    7    8    6    9    2        
Surname9495    Name9495       8    9    3    8    10   8        
Surname9496    Name9496       9    7    2    1    4    5        
Surname9497    Name9497       4    2    6    3    2    1        
Surname9498    Name9498       8    8    1    2    9    4        
Surname9499    Name9499       3    6    7    8    5    6        
Surname9500    Name9500       2    3    4    6    7    7        
Surname9501    Name9501       6    6    2    5    2    7        
Surname9502    Name9502       5    4    7    10   8    1        
Surname9503    Name9503       10   6    4    3    7    6        
Surname9504    Name9504       9    1    1    8    4    10       
Surname9505    Name9505       10   4    3    6    5    4        
Surname9506    Name9506       2    7    9    3    4    7        
Surname9507    Name9507       9    2    3    1    4    9        
Surname9508    Name9508       7    5    8    7    3    2        
Surname9509    Name9509       2    7    3    1    2    9        
Surname9510    Name9510       4    2    2    2    10   5        
Surname9511    Name9511       10   1    2    9    1    5        
Surname9512    Name9512       7    8    2    8    7    9        
Surname9513    Name9513       5    7    1    9    4    2        
Surname9514    Name9514       9    6    2    3    4    3        
Surname9515    Name9515       3    4    10   6    6    7        
Surname9516    Name9516       7    7    10   2    9    3        
Surname9517    Name9517       10   1    4    7    10   6        
Surname9518    Name9518       5    6    10   1    3    6        
Surname9519    Name9519       3    7    9    9    10   3        
Surname9520    Name9520       8    10   2    8    9    3        
Surname9521    Name9521       10   5    9    8    8    10       
Surname9522    Name9522       1    8    2    4    10   4        
Surname9523    Name9523       8    3    2    1    7    8        
Surname9524    Name9524       8    4    1    1    2    2        
Surname9525    Name9525       1    4    9    9    5    7        
Surname9526    Name9526       5    8    4    7    1    9        
Surname9527    Name9527       10   8    8    2    5    1        
Surname9528    Name9528       5    2    6    6    2    7        
Surname9529    Name9529       3    9    8    10   1    4        
Surname9530    Name9530       3    5    4    2    5    9        
Surname9531    Name9531       2    10   4    10   5    3        
Surname9532    Name9532       6    1    3    3    3    4        
Surname9533    Name9533       5    8    1    9    5    1        
Surname9534    Name9534       1    8    3    7    9    1        
Surname9535    Name9535       10   9    4    1    6    8        
Surname9536    Name9536       3    1    1    1    3    1        
Surname9537    Name9537       4    5    4    6    7    6        
Surname9538    Name9538       4    3    10   5    8    7        
Surname9539    Name9539       10   3    2    1    10   7        
Surname9540    Name9540       6    7    6    9    10   4        
Surname9541    Name9541       1    6    7    1    9    10       
Surname9542    Name9542       5    4    4    3    5    6        
Surname9543    Name9543       5    6    5    5    1    2        
Surname9544    Name9544       9    2    8    5    9    10       
Surname9545    Name9545       3    9    7    5    3    9        
Surname9546    Name9546       7    2    2    4    5    4        
Surname9547    Name9547       3    2    7    9    6    2        
Surname9548    Name9548       9    1    3    5    9    1        
Surname9549    Name9549       8    9    8    10   9    2        
Surname9550    Name9550       3    2    5    5    5    10       
Surname9551    Name9551       9    2    2    8    6    8        
Surname9552    Name9552       10   7    5    6    10   2        
Surname9553    Name9553       7    5    4    4    9    6        
Surname9554    Name9554       3    9    7    10   9    8        
Surname9555    Name9555       6    2    1    1    8    1        
Surname9556    Name9556       6    6    6    1    1    7        
Surname9557    Name9557       10   3    9    1    6    9        
Surname9558    Name9558       8    5    3    3    1    2        
Surname9559    Name9559       10   6    9    10   7    4        
Surname9560    Name9560       6    6    6    10   2    2        
Surname9561    Name9561       10   4    2    10   3    5        
Surname9562    Name9562       2    9    10   3    8    4        
Surname9563    Name9563       7    3    3    3    2    10       
Surname9564    Name9564       3    2    8    4    4    7        
Surname9565    Name9565       5    5    5    10   1    9        
Surname9566    Name9566       10   4    4    4    6    3        
Surname9567    Name9567       7    3    5    2    10   4        
Surname9568    Name9568       2    3    2    1    1    6        
Surname9569    Name9569       7    1    2    3    4    5        
Surname9570    Name9570       7    6    2    1    6    7        
Surname9571    Name9571       3    4    10   2    9    10       
Surname9572    Name9572       5    4    7    9    7    8        
Surname9573    Name9573       10   4    10   6    2    1        
Surname9574    Name9574       6    2    7    10   1    9        
Surname9575    Name9575       8    6    2    9    2    9        
Surname9576    Name9576       3    9    7    3    10   2        
Surname9577    Name9577       4    10   10   10   7    5        
Surname9578    Name9578       2    7    3    5    9    5        
Surname9579    Name9579       9    3    6    10   5    8        
Surname9580    Name9580       10   7    4    7    1    10       
Surname9581    Name9581       1    5    10   3    5    9        
Surname9582    Name9582       5    10   1    1    8    4        
Surname9583    Name9583       5    10   4    2    2    5        
Surname9584    Name9584       1    7    6    3    9    6        
Surname9585    Name9585       4    7    9    7    4    9        
Surname9586    Name9586       3    9    3    9    2    8        
Surname9587    Name9587       8    5    8    8    2    8        
Surname9588    Name9588       7    9    6    10   9    8        
Surname9589    Name9589       7    1    6    7    3    2        
Surname9590    Name9590       7    2    6    1    4    8        
Surname9591    Name9591       7    5    7    10   7    1        
Surname9592    Name9592       4    10   1    6    3    10       
Surname9593    Name9593       3    2    7    10   6    9        
Surname9594    Name9594       1    8    6    5    10   4        
Surname9595    Name9595       7    6    1    2    1    9        
Surname9596    Name9596       1    10   7    7    9    8        
Surname9597    Name9597       5    6    3    2    7    4        
Surname9598    Name9598       3    5    5    6    1    9        
Surname9599    Name9599       8    4    9    7    6    4        
Surname9600    Name9600       6    2    5    1    4    2        
Surname9601    Name9601       5    10   6    10   7    5        
Surname9602    Name9602       2    6    10   8    10   6        
Surname9603    Name9603       1    10   6    5    9    8        
Surname9604    Name9604       3    3    2    3    9    7        
Surname9605    Name9605       5    8    1    7    10   10       
Surname9606    Name9606       7    8    10   10   7    7        
Surname9607    Name9607       6    7    10   6    2    10       
Surname9608    Name9608       8    6    1    4    10   4        
Surname9609    Name9609       6    4    9    5    3    10       
Surname9610    Name9610       8    5    3    8    8    8        
Surname9611    Name9611       3    2    1    4    5    5        
Surname9612    Name9612       5    4    8    7    8    7        
Surname9613    Name9613       5    5    2    1    1    9        
Surname9614    Name9614       8    6    8    2    8    4        
Surname9615    Name9615       5    9    2    1    4    6        
Surname9616    Name9616       6    10   2    6    10   5        
Surname9617    Name9617       2    6    9    9    1    1        
Surname9618    Name9618       6    7    3    8    8    1        
Surname9619    Name9619       10   6    3    2    6    9        
Surname9620    Name9620       7    5    2    3    9    8        
Surname9621    Name9621       3    9    5    8    1    2        
Surname9622    Name9622       5    8    8    9    10   1        
Surname9623    Name9623       1    10   7    4    8    1        
Surname9624    Name9624       5    10   4    7    9    4        
Surname9625    Name9625       9    8    5    1    6    5        
Surname9626    Name9626       10   4    4    2    6    3        
Surname9627    Name9627       8    10   3    10   8    2        
Surname9628    Name9628       3    1    1    8    10   9        
Surname9629    Name9629       1    9    5    1    3    9        
Surname9630    Name9630       1    5    9    7    2    5        
Surname9631    Name9631       2    6    6    4    6    4        
Surname9632    Name9632       8    1    8    5    6    4        
Surname9633    Name9633       2    8    8    5    5    7        
Surname9634    Name9634       8    3    2    2    2    2        
Surname9635    Name9635       3    5    7    8    10   1        
Surname9636    Name9636       6    8    2    3    5    7        
Surname9637    Name9637       9    1    9    5    1    5        
Surname9638    Name9638       9    10   1    7    1    10       
Surname9639    Name9639       9    5    6    5    3    3        
Surname9640    Name9640       9    8    4    6    4    3        
Surname9641    Name9641       4    5    2    2    8    8        
Surname9642    Name9642       6    9    5    9    3    9        
Surname9643    Name9643       1    8    8    3    2    9        
Surname9644    Name9644       6    1    10   5    10   3        
Surname9645    Name9645       1    10   3    8    6    5        
Surname9646    Name9646       9    10   10   1    3    3        
Surname9647    Name9647       10   10   2    7    5    10       
Surname9648    Name9648       5    5    4    5    9    4        
Surname9649    Name9649       3    2    10   9    4    9        
Surname9650    Name9650       5    10   7    3    5    9        
Surname9651    Name9651       5    6    1    9    6    4        
Surname9652    Name9652       9    6    8    2    3    9        
Surname9653    Name9653       10   1    5    8    4    7        
Surname9654    Name9654       5    4    2    10   10   4        
Surname9655    Name9655       7    2    10   4    7    10       
Surname9656    Name9656       7    3    6    8    3    4        
Surname9657    Name9657       6    2    8    10   7    2        
Surname9658    Name9658       4    2    5    4    5    6        
Surname9659    Name9659       5    9    10   9    7    4        
Surname9660    Name9660       4    6    1    7    6    3        
Surname9661    Name9661       9    3    4    7    1    9        
Surname9662    Name9662       8    10   4    6    1    5        
Surname9663    Name9663       4    8    6    3    2    10       
Surname9664    Name9664       1    10   6    4    4    1        
Surname9665    Name9665       3    4    2    6    3    9        
Surname9666    Name9666       7    1    3    5    1    10       
Surname9667    Name9667       9    10   10   7    5    8        
Surname9668    Name9668       2    1    2    1    4    8        
Surname9669    Name9669       1    5    6    4    2    2        
Surname9670    Name9670       9    1    2    10   3    8        
Surname9671    Name9671       4    3    3    5    10   9        
Surname9672    Name9672       2    3    8    10   9    6        
Surname9673    Name9673       7    2    5    5    4    1        
Surname9674    Name9674       6    7    7    1    9    2        
Surname9675    Name9675       1    5    4    2    6    4        
Surname9676    Name9676       8    1    7    6    7    7        
Surname9677    Name9677       9    8    9    1    5    10       
Surname9678    Name9678       7    1    6    10   3    9        
Surname9679    Name9679       8    6    10   7    1    4        
Surname9680    Name9680       8    8    2    6    8    6        
Surname9681    Name9681       7    6    2    10   3    2        
Surname9682    Name9682       3    9    1    8    6    3        
Surname9683    Name9683       4    4    5    1    5    3        
Surname9684    Name9684       9    8    10   10   7    7        
Surname9685    Name9685       5    10   8    3    2    10       
Surname9686    Name9686       1    3    9    8    4    6        
Surname9687    Name9687       6    1    7    6    9    4        
Surname9688    Name9688       1    2    2    8    4    10       
Surname9689    Name9689       4    8    5    4    10   2        
Surname9690    Name9690       8    1    2    4    6    7        
Surname9691    Name9691       3    5    5    5    10   6        
Surname9692    Name9692       2    6    1    8    4    4        
Surname9693    Name9693       1    6    3    2    6    10       
Surname9694    Name9694       2    2    4    9    4    10       
Surname9695    Name9695       8    2    1    7    1    8        
Surname9696    Name9696       7    4    10   5    9    3        
Surname9697    Name9697       9    2    9    4    1    4        
Surname9698    Name9698       8    1    9    6    5    10       
Surname9699    Name9699       4    6    10   2    5    6        
Surname9700    Name9700       4    4    3    10   9    2        
Surname9701    Name9701       3    6    1    7    2    7        
Surname9702    Name9702       6    2    3    2    4    2        
Surname9703    Name9703       4    10   6    10   9    8        
Surname9704    Name9704       3    3    7    6    9    9        
Surname9705    Name9705       9    1    5    3    7    6        
Surname9706    Name9706       4    5    6    8    7    5        
Surname9707    Name9707       10   2    4    10   5    10       
Surname9708    Name9708       7    9    5    6    10   5        
Surname9709    Name9709       6    3    9    10   1    3        
Surname9710    Name9710       8    1    3    5    5    3        
Surname9711    Name9711       3    7    5    3    7    3        
Surname9712    Name9712       7    9    1    9    5    8        
Surname9713    Name9713       2    6    5    9    6    3        
Surname9714    Name9714       4    9    7    10   10   3        
Surname9715    Name9715       8    6    2    9    4    5        
Surname9716    Name9716       9    4    8    10   5    5        
Surname9717    Name9717       3    8    8    2    3    10       
Surname9718    Name9718       5    8    1    1    3    9        
Surname9719    Name9719       6    8    6    6    10   5        
Surname9720    Name9720       9    1    5    7    4    3        
Surname9721    Name9721       3    9    4    9    5    10       
Surname9722    Name9722       7    7    9    3    8    10       
Surname9723    Name9723       2    9    8    3    1    6        
Surname9724    Name9724       4    10   5    8    10   8        
Surname9725    Name9725       2    6    6    2    7    7        
Surname9726    Name9726       7    1    2    1    5    2        
Surname9727    Name9727       2    3    8    10   5    1        
Surname9728    Name9728       2    7    2    1    1    10       
Surname9729    Name9729       1    9    6    3    5    6        
Surname9730    Name9730       5    4    2    2    6    4        
Surname9731    Name9731       8    8    6    7    9    9        
Surname9732    Name9732       6    9    7    9    9    10       
Surname9733    Name9733       9    9    10   6    4    1        
Surname9734    Name9734       5    4    2    8    9    2        
Surname9735    Name9735       4    1    8    9    5    9        
Surname9736    Name9736       10   2    4    5    10   7        
Surname9737    Name9737       7    2    4    4    3    8        
Surname9738    Name9738       6    6    3    4    1    5        
Surname9739    Name9739       1    6    1    1    10   4        
Surname9740    Name9740       7    4    3    5    4    9        
Surname9741    Name9741       7    6    6    2    7    5        
Surname9742    Name9742       3    1    9    2    7    10       
Surname9743    Name9743       10   3    2    5    6    9        
Surname9744    Name9744       10   5    5    9    4    8        
Surname9745    Name9745       7    8    5    5    2    5        
Surname9746    Name9746       9    9    6    6    5    2        
Surname9747    Name9747       4    10   7    6    1    5        
Surname9748    Name9748       7    5    4    1    5    9        
Surname9749    Name9749       5    4    5    8    4    5        
Surname9750    Name9750       6    7    9    10   2    8        
Surname9751    Name9751       7    6    7    8    10   4        
Surname9752    Name9752       7    1    8    7    9    3        
Surname9753    Name9753       10   10   7    8    4    8        
Surname9754    Name9754       10   10   2    4    7    3        
Surname9755    Name9755       5    2    10   9    7    10       
Surname9756    Name9756       8    5    8    3    5    5        
Surname9757    Name9757       10   6    6    10   10   4        
Surname9758    Name9758       1    3    8    5    2    1        
Surname9759    Name9759       2    4    7    4    1    4        
Surname9760    Name9760       1    10   3    4    3    4        
Surname9761    Name9761       8    7    1    9    4    7        
Surname9762    Name9762       2    10   4    3    8    6        
Surname9763    Name9763       7    5    2    1    1    10       
Surname9764    Name9764       3    6    9    6    7    10       
Surname9765    Name9765       8    6    7    9    2    9        
Surname9766    Name9766       2    3    8    5    4    1        
Surname9767    Name9767       7    7    9    6    4    8        
Surname9768    Name9768       10   7    8    2    10   7        
Surname9769    Name9769       8    3    9    9    2    5        
Surname9770    Name9770       2    5    9    3    9    6        
Surname9771    Name9771       2    8    7    2    5    8        
Surname9772    Name9772       4    7    3    8    3    5        
